id,label
603,0
604,0
605,0
606,0
607,0
608,0
609,1
610,0
611,0
612,1
613,0
614,0
615,0
616,0
617,1
618,0
619,0
620,1
621,0
622,0
623,1
624,0
625,1
626,0
627,0
628,0
629,0
630,0
631,1
632,1
633,1
634,0
635,1
636,0
637,0
638,1
639,1
640,0
641,0
642,1
643,0
644,0
645,0
646,0
647,0
648,0
649,1
650,1
651,0
652,0
653,1
654,1
655,1
656,1
657,1
658,0
659,0
660,0
661,0
662,0
663,0
664,1
665,0
666,0
667,0
668,1
669,0
670,1
671,0
672,0
673,1
674,0
675,1
676,0
677,1
678,1
679,0
680,1
681,0
682,1
683,1
684,0
685,0
686,0
687,1
688,1
689,0
690,1
691,1
692,1
693,1
694,0
695,0
696,1
697,0
698,1
699,1
700,0
701,0
702,0
703,1
704,1
705,1
706,0
707,1
708,0
709,0
710,1
711,1
712,0
713,1
714,1
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,1
726,0
727,0
728,0
729,1
730,0
731,0
732,1
733,0
734,0
735,1
736,1
737,1
738,0
739,0
740,1
741,0
742,0
743,0
744,1
745,1
746,0
747,1
748,1
749,0
750,1
751,0
752,0
753,1
754,1
755,1
756,1
757,0
758,0
759,0
760,1
761,1
762,0
763,0
764,0
765,0
766,0
767,1
768,0
769,1
770,0
771,0
772,1
773,1
774,1
775,1
776,1
777,0
778,0
779,1
780,0
781,1
782,0
783,0
784,0
785,1
786,1
787,0
788,0
789,0
790,0
791,0
792,0
793,1
794,1
795,0
796,0
797,1
798,0
799,0
800,0
801,1
802,0
803,0
804,0
805,0
806,0
807,1
808,0
809,0
810,1
811,0
812,0
813,0
814,1
815,1
816,1
817,0
818,0
819,0
820,1
821,0
822,0
823,0
824,0
825,1
826,1
827,0
828,1
829,0
830,0
831,0
832,1
833,1
834,0
835,1
836,1
837,0
838,1
839,0
840,0
841,0
842,0
843,0
844,1
845,1
846,0
847,0
848,1
849,1
850,0
851,0
852,0
853,1
854,0
855,0
856,0
857,1
858,1
859,1
860,0
861,1
862,0
863,0
864,0
865,0
866,1
867,0
868,1
869,0
870,1
871,1
872,0
873,0
874,1
875,0
876,0
877,0
878,1
879,1
880,0
881,0
882,1
883,0
884,1
885,0
886,0
887,1
888,0
889,0
890,1
891,0
892,0
893,0
894,0
895,0
896,0
897,1
898,0
899,1
900,0
901,0
902,1
903,1
904,1
905,0
906,0
907,1
908,0
909,1
910,1
911,1
912,1
913,0
914,0
915,0
916,0
917,0
918,0
919,1
920,0
921,0
922,1
923,0
924,0
925,1
926,1
927,1
928,1
929,1
930,0
931,0
932,0
933,0
934,1
935,1
936,0
937,0
938,0
939,1
940,1
941,0
942,1
943,1
944,0
945,1
946,1
947,0
948,0
949,1
950,1
951,1
952,1
953,0
954,1
955,1
956,0
957,0
958,1
959,0
960,1
961,0
962,0
963,0
964,0
965,1
966,0
967,1
968,0
969,0
970,1
971,1
972,1
973,1
974,1
975,0
976,0
977,1
978,1
979,0
980,0
981,1
982,1
983,0
984,0
985,0
986,0
987,1
988,1
989,0
990,0
991,0
992,0
993,0
994,0
995,1
996,1
997,1
998,1
999,1
1000,0
1001,0
1002,0
1003,1
1004,0
1005,0
1006,0
1007,1
1008,0
1009,1
1010,0
1011,0
1012,1
1013,1
1014,0
1015,1
1016,0
1017,0
1018,1
1019,1
1020,1
1021,0
1022,0
1023,0
1024,0
1025,0
1026,1
1027,1
1028,1
1029,0
1030,1
1031,1
1032,0
1033,1
1034,0
1035,0
1036,1
1037,0
1038,1
1039,1
1040,1
1041,0
1042,0
1043,1
1044,0
1045,1
1046,0
1047,0
1048,1
1049,0
1050,1
1051,0
1052,1
1053,0
1054,0
1055,1
1056,0
1057,0
1058,0
1059,0
1060,1
1061,0
1062,0
1063,0
1064,0
1065,1
1066,0
1067,1
1068,0
1069,1
1070,1
1071,0
1072,1
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,1
1080,1
1081,0
1082,1
1083,1
1084,0
1085,1
1086,0
1087,1
1088,0
1089,0
1090,0
1091,0
1092,0
1093,1
1094,1
1095,0
1096,1
1097,1
1098,0
1099,1
1100,0
1101,0
1102,0
1103,0
1104,1
1105,1
1106,1
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,1
1114,0
1115,0
1116,0
1117,1
1118,0
1119,0
1120,0
1121,0
1122,0
1123,1
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,1
1131,1
1132,1
1133,0
1134,0
1135,0
1136,1
1137,0
1138,1
1139,0
1140,0
1141,1
1142,0
1143,1
1144,0
1145,0
1146,0
1147,1
1148,0
1149,0
1150,0
1151,1
1152,0
1153,0
1154,0
1155,1
1156,1
1157,1
1158,0
1159,1
1160,1
1161,0
1162,1
1163,1
1164,1
1165,0
1166,1
1167,0
1168,0
1169,0
1170,0
1171,0
1172,1
1173,0
1174,1
1175,1
1176,0
1177,0
1178,0
1179,0
1180,0
1181,1
1182,1
1183,1
1184,1
1185,0
1186,0
1187,0
1188,1
1189,1
1190,0
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,0
1198,1
1199,1
1200,0
1201,1
1202,0
1203,0
1204,0
1205,1
1206,0
1207,1
1208,1
1209,0
1210,1
1211,0
1212,0
1213,0
1214,0
1215,1
1216,0
1217,1
1218,1
1219,1
1220,0
1221,0
1222,1
1223,0
1224,1
1225,1
1226,1
1227,0
1228,1
1229,0
1230,0
1231,0
1232,0
1233,0
1234,1
1235,0
1236,0
1237,1
1238,0
1239,1
1240,0
1241,1
1242,0
1243,0
1244,1
1245,0
1246,0
1247,1
1248,1
1249,1
1250,0
1251,1
1252,0
1253,0
1254,0
1255,0
1256,0
1257,1
1258,1
1259,0
1260,0
1261,1
1262,1
1263,1
1264,1
1265,0
1266,0
1267,0
1268,0
1269,0
1270,1
1271,0
1272,1
1273,1
1274,0
1275,0
1276,1
1277,0
1278,0
1279,1
1280,0
1281,0
1282,1
1283,0
1284,0
1285,1
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,1
1293,0
1294,0
1295,0
1296,0
1297,0
1298,1
1299,0
1300,0
1301,0
1302,0
1303,1
1304,0
1305,0
1306,1
1307,1
1308,1
1309,0
1310,0
1311,1
1312,1
1313,0
1314,0
1315,0
1316,0
1317,1
1318,0
1319,0
1320,0
1321,0
1322,0
1323,1
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,1
1338,0
1339,1
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,1
1351,0
1352,0
1353,0
1354,1
1355,0
1356,0
1357,1
1358,0
1359,0
1360,0
1361,1
1362,1
1363,0
1364,0
1365,1
1366,0
1367,0
1368,1
1369,1
1370,0
1371,0
1372,0
1373,1
1374,1
1375,0
1376,0
1377,0
1378,1
1379,1
1380,0
1381,0
1382,1
1383,0
1384,0
1385,1
1386,0
1387,0
1388,1
1389,1
1390,0
1391,0
1392,0
1393,1
1394,1
1395,1
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,1
1403,1
1404,1
1405,0
1406,0
1407,1
1408,0
1409,0
1410,0
1411,1
1412,1
1413,0
1414,0
1415,0
1416,1
1417,0
1418,0
1419,1
1420,0
1421,1
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,1
1431,0
1432,0
1433,0
1434,1
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,1
1442,1
1443,0
1444,0
1445,0
1446,0
1447,0
1448,1
1449,1
1450,1
1451,1
1452,0
1453,1
1454,1
1455,0
1456,0
1457,1
1458,0
1459,0
1460,0
1461,1
1462,1
1463,1
1464,1
1465,0
1466,0
1467,1
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,1
1476,0
1477,1
1478,0
1479,1
1480,1
1481,1
1482,1
1483,1
1484,0
1485,0
1486,0
1487,1
1488,0
1489,1
1490,1
1491,0
1492,1
1493,0
1494,0
1495,0
1496,0
1497,1
1498,0
1499,0
1500,1
1501,0
1502,0
1503,0
1504,0
1505,1
1506,0
1507,1
1508,0
1509,1
1510,1
1511,0
1512,1
1513,0
1514,0
1515,0
1516,0
1517,1
1518,0
1519,0
1520,1
1521,0
1522,1
1523,1
1524,0
1525,0
1526,1
1527,1
1528,1
1529,0
1530,0
1531,0
1532,1
1533,0
1534,0
1535,1
1536,0
1537,1
1538,0
1539,0
1540,1
1541,0
1542,1
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,1
1551,1
1552,1
1553,0
1554,0
1555,1
1556,1
1557,1
1558,0
1559,0
1560,1
1561,0
1562,1
1563,0
1564,0
1565,0
1566,1
1567,1
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,1
1576,0
1577,1
1578,1
1579,0
1580,0
1581,0
1582,0
1583,1
1584,0
1585,0
1586,0
1587,1
1588,1
1589,0
1590,0
1591,1
1592,0
1593,1
1594,1
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,1
1602,1
1603,0
1604,0
1605,0
1606,0
1607,0
1608,1
1609,0
1610,0
1611,1
1612,0
1613,0
1614,0
1615,1
1616,0
1617,0
1618,0
1619,0
1620,1
1621,0
1622,0
1623,0
1624,1
1625,0
1626,1
1627,0
1628,0
1629,1
1630,1
1631,0
1632,0
1633,1
1634,1
1635,1
1636,1
1637,0
1638,0
1639,0
1640,0
1641,1
1642,0
1643,0
1644,0
1645,0
1646,0
1647,1
1648,1
1649,0
1650,1
1651,1
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,1
1659,0
1660,0
1661,0
1662,1
1663,1
1664,0
1665,1
1666,1
1667,1
1668,0
1669,1
1670,1
1671,1
1672,0
1673,1
1674,1
1675,1
1676,1
1677,0
1678,0
1679,1
1680,0
1681,0
1682,1
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,1
1691,1
1692,0
1693,0
1694,0
1695,0
1696,1
1697,1
1698,1
1699,0
1700,1
1701,1
1702,0
1703,0
1704,1
1705,1
1706,0
1707,1
1708,0
1709,0
1710,1
1711,0
1712,1
1713,1
1714,1
1715,0
1716,0
1717,0
1718,0
1719,1
1720,0
1721,0
1722,0
1723,0
1724,0
1725,1
1726,1
1727,1
1728,1
1729,0
1730,1
1731,1
1732,0
1733,1
1734,1
1735,1
1736,0
1737,0
1738,0
1739,0
1740,1
1741,1
1742,0
1743,0
1744,1
1745,0
1746,0
1747,1
1748,0
1749,0
1750,0
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,1
1760,0
1761,0
1762,1
1763,0
1764,1
1765,0
1766,0
1767,1
1768,0
1769,1
1770,0
1771,1
1772,0
1773,1
1774,1
1775,1
1776,1
1777,0
1778,0
1779,0
1780,1
1781,1
1782,1
1783,1
1784,0
1785,0
1786,1
1787,0
1788,1
1789,1
1790,0
1791,1
1792,1
1793,1
1794,0
1795,1
1796,1
1797,1
1798,0
1799,0
1800,0
1801,1
1802,0
1803,0
1804,0
1805,1
1806,1
1807,1
1808,0
1809,1
1810,0
1811,1
1812,0
1813,1
1814,1
1815,1
1816,0
1817,0
1818,1
1819,0
1820,0
1821,1
1822,1
1823,0
1824,0
1825,0
1826,1
1827,1
1828,1
1829,0
1830,0
1831,0
1832,1
1833,1
1834,0
1835,0
1836,0
1837,1
1838,1
1839,1
1840,1
1841,1
1842,1
1843,1
1844,1
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,1
1855,1
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,1
1863,0
1864,1
1865,0
1866,1
1867,0
1868,0
1869,0
1870,0
1871,0
1872,1
1873,0
1874,0
1875,0
1876,1
1877,0
1878,1
1879,1
1880,0
1881,1
1882,1
1883,1
1884,0
1885,1
1886,1
1887,0
1888,0
1889,0
1890,0
1891,0
1892,1
1893,0
1894,1
1895,1
1896,1
1897,0
1898,0
1899,0
1900,0
1901,0
1902,1
1903,1
1904,1
1905,0
1906,1
1907,0
1908,0
1909,0
1910,0
1911,1
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,1
1920,0
1921,0
1922,0
1923,1
1924,0
1925,1
1926,0
1927,0
1928,0
1929,1
1930,0
1931,0
1932,0
1933,1
1934,0
1935,1
1936,1
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,1
1945,1
1946,0
1947,1
1948,1
1949,1
1950,0
1951,0
1952,1
1953,1
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,1
1969,0
1970,1
1971,1
1972,1
1973,1
1974,0
1975,0
1976,0
1977,0
1978,1
1979,0
1980,0
1981,1
1982,0
1983,1
1984,0
1985,1
1986,1
1987,0
1988,0
1989,1
1990,1
1991,1
1992,1
1993,1
1994,0
1995,1
1996,1
1997,1
1998,1
1999,1
2000,0
2001,0
2002,1
2003,0
2004,1
2005,1
2006,0
2007,0
2008,1
2009,0
2010,0
2011,0
2012,1
2013,1
2014,0
2015,0
2016,0
2017,0
2018,0
2019,1
2020,1
2021,1
2022,0
2023,0
2024,0
2025,0
2026,1
2027,1
2028,1
2029,1
2030,1
2031,0
2032,1
2033,0
2034,0
2035,0
2036,0
2037,1
2038,0
2039,0
2040,0
2041,1
2042,0
2043,0
2044,0
2045,1
2046,0
2047,1
2048,0
2049,1
2050,1
2051,1
2052,1
2053,0
2054,1
2055,1
2056,1
2057,0
2058,0
2059,1
2060,0
2061,1
2062,1
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,1
2072,0
2073,0
2074,0
2075,0
2076,1
2077,0
2078,0
2079,0
2080,1
2081,0
2082,0
2083,1
2084,0
2085,1
2086,1
2087,1
2088,1
2089,0
2090,1
2091,0
2092,1
2093,1
2094,0
2095,0
2096,0
2097,0
2098,0
2099,1
2100,0
2101,0
2102,0
2103,1
2104,0
2105,1
2106,1
2107,1
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,1
2117,0
2118,1
2119,0
2120,1
2121,0
2122,0
2123,0
2124,1
2125,1
2126,0
2127,0
2128,0
2129,0
2130,1
2131,1
2132,0
2133,1
2134,0
2135,1
2136,1
2137,0
2138,0
2139,1
2140,0
2141,0
2142,0
2143,1
2144,1
2145,1
2146,1
2147,1
2148,0
2149,0
2150,1
2151,1
2152,0
2153,0
2154,1
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,1
2164,1
2165,0
2166,0
2167,0
2168,0
2169,1
2170,0
2171,1
2172,1
2173,0
2174,1
2175,0
2176,1
2177,0
2178,0
2179,0
2180,1
2181,0
2182,1
2183,0
2184,1
2185,0
2186,0
2187,1
2188,1
2189,0
2190,1
2191,1
2192,0
2193,1
2194,1
2195,1
2196,1
2197,0
2198,1
2199,0
2200,0
2201,1
2202,0
2203,1
2204,0
2205,1
2206,0
2207,1
2208,0
2209,0
2210,0
2211,1
2212,0
2213,1
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,1
2227,1
2228,0
2229,0
2230,1
2231,1
2232,1
2233,0
2234,0
2235,1
2236,0
2237,0
2238,0
2239,0
2240,1
2241,0
2242,1
2243,1
2244,0
2245,0
2246,0
2247,1
2248,0
2249,0
2250,1
2251,0
2252,0
2253,1
2254,1
2255,1
2256,1
2257,0
2258,0
2259,0
2260,0
2261,1
2262,0
2263,0
2264,0
2265,1
2266,0
2267,1
2268,0
2269,1
2270,0
2271,0
2272,0
2273,1
2274,1
2275,0
2276,0
2277,1
2278,1
2279,0
2280,0
2281,0
2282,1
2283,1
2284,0
2285,0
2286,1
2287,0
2288,0
2289,0
2290,0
2291,1
2292,0
2293,1
2294,1
2295,0
2296,0
2297,0
2298,0
2299,0
2300,1
2301,1
2302,1
2303,1
2304,0
2305,0
2306,0
2307,1
2308,1
2309,0
2310,0
2311,0
2312,0
2313,0
2314,1
2315,0
2316,1
2317,1
2318,0
2319,1
2320,1
2321,0
2322,1
2323,1
2324,0
2325,0
2326,1
2327,0
2328,1
2329,1
2330,1
2331,1
2332,0
2333,0
2334,0
2335,1
2336,1
2337,1
2338,0
2339,1
2340,0
2341,1
2342,1
2343,0
2344,0
2345,0
2346,0
2347,0
2348,1
2349,0
2350,0
2351,1
2352,1
2353,1
2354,1
2355,0
2356,0
2357,1
2358,1
2359,0
2360,0
2361,0
2362,1
2363,1
2364,1
2365,1
2366,0
2367,1
2368,0
2369,0
2370,0
2371,1
2372,1
2373,1
2374,0
2375,0
2376,0
2377,0
2378,0
2379,1
2380,1
2381,0
2382,0
2383,0
2384,1
2385,0
2386,1
2387,0
2388,1
2389,1
2390,0
2391,0
2392,0
2393,1
2394,0
2395,0
2396,0
2397,1
2398,1
2399,0
2400,0
2401,1
2402,1
2403,0
2404,0
2405,1
2406,1
2407,0
2408,0
2409,1
2410,1
2411,0
2412,0
2413,1
2414,0
2415,1
2416,1
2417,0
2418,1
2419,0
2420,0
2421,0
2422,0
2423,0
2424,1
2425,1
2426,1
2427,1
2428,0
2429,0
2430,1
2431,1
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,1
2442,1
2443,0
2444,0
2445,1
2446,0
2447,0
2448,1
2449,0
2450,0
2451,1
2452,0
2453,0
2454,1
2455,0
2456,0
2457,1
2458,1
2459,0
2460,0
2461,0
2462,1
2463,0
2464,0
2465,0
2466,0
2467,0
2468,1
2469,0
2470,0
2471,1
2472,1
2473,1
2474,1
2475,0
2476,0
2477,0
2478,1
2479,0
2480,1
2481,0
2482,0
2483,1
2484,0
2485,0
2486,1
2487,1
2488,1
2489,1
2490,0
2491,0
2492,1
2493,0
2494,1
2495,0
2496,1
2497,1
2498,0
2499,0
2500,0
2501,0
2502,1
2503,0
2504,0
2505,0
2506,0
2507,1
2508,0
2509,0
2510,0
2511,0
2512,1
2513,1
2514,1
2515,0
2516,1
2517,0
2518,0
2519,1
2520,0
2521,0
2522,1
2523,1
2524,1
2525,0
2526,1
2527,1
2528,1
2529,0
2530,0
2531,0
2532,1
2533,0
2534,1
2535,1
2536,0
2537,1
2538,1
2539,0
2540,0
2541,1
2542,0
2543,1
2544,0
2545,0
2546,0
2547,0
2548,0
2549,1
2550,1
2551,1
2552,0
2553,0
2554,0
2555,0
2556,1
2557,0
2558,0
2559,0
2560,1
2561,0
2562,1
2563,0
2564,1
2565,1
2566,0
2567,1
2568,0
2569,0
2570,1
2571,0
2572,1
2573,0
2574,0
2575,1
2576,0
2577,1
2578,1
2579,0
2580,0
2581,0
2582,1
2583,0
2584,1
2585,1
2586,0
2587,1
2588,0
2589,0
2590,1
2591,1
2592,0
2593,1
2594,1
2595,0
2596,1
2597,0
2598,0
2599,0
2600,0
2601,1
2602,0
2603,0
2604,1
2605,0
2606,0
2607,0
2608,0
2609,1
2610,0
2611,0
2612,1
2613,0
2614,0
2615,0
2616,0
2617,1
2618,0
2619,0
2620,0
2621,1
2622,0
2623,1
2624,0
2625,1
2626,1
2627,0
2628,0
2629,1
2630,0
2631,0
2632,0
2633,1
2634,0
2635,0
2636,1
2637,0
2638,1
2639,0
2640,0
2641,0
2642,0
2643,1
2644,0
2645,1
2646,0
2647,1
2648,0
2649,1
2650,0
2651,0
2652,0
2653,0
2654,0
2655,1
2656,1
2657,0
2658,1
2659,0
2660,0
2661,1
2662,0
2663,1
2664,1
2665,1
2666,1
2667,0
2668,1
2669,0
2670,0
2671,1
2672,0
2673,0
2674,1
2675,0
2676,1
2677,0
2678,0
2679,1
2680,0
2681,1
2682,1
2683,0
2684,1
2685,1
2686,0
2687,0
2688,1
2689,1
2690,1
2691,0
2692,0
2693,0
2694,1
2695,0
2696,0
2697,0
2698,0
2699,1
2700,1
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,1
2708,0
2709,1
2710,0
2711,0
2712,1
2713,1
2714,1
2715,1
2716,1
2717,1
2718,0
2719,0
2720,1
2721,0
2722,0
2723,1
2724,0
2725,0
2726,1
2727,1
2728,0
2729,1
2730,1
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,1
2739,0
2740,1
2741,0
2742,1
2743,0
2744,0
2745,0
2746,1
2747,1
2748,0
2749,0
2750,1
2751,1
2752,1
2753,1
2754,0
2755,0
2756,0
2757,1
2758,1
2759,0
2760,0
2761,1
2762,1
2763,1
2764,0
2765,1
2766,0
2767,0
2768,0
2769,0
2770,0
2771,0
2772,1
2773,0
2774,1
2775,1
2776,1
2777,0
2778,0
2779,1
2780,0
2781,0
2782,1
2783,1
2784,0
2785,1
2786,0
2787,1
2788,0
2789,0
2790,0
2791,0
2792,0
2793,1
2794,0
2795,0
2796,0
2797,1
2798,0
2799,1
2800,1
2801,1
2802,1
2803,0
2804,0
2805,0
2806,1
2807,0
2808,1
2809,0
2810,0
2811,0
2812,0
2813,0
2814,1
2815,1
2816,0
2817,0
2818,0
2819,0
2820,0
2821,1
2822,1
2823,1
2824,0
2825,1
2826,0
2827,0
2828,0
2829,1
2830,0
2831,1
2832,1
2833,1
2834,0
2835,1
2836,1
2837,0
2838,1
2839,1
2840,1
2841,0
2842,0
2843,1
2844,0
2845,1
2846,0
2847,1
2848,0
2849,0
2850,0
2851,1
2852,0
2853,1
2854,0
2855,1
2856,0
2857,0
2858,0
2859,0
2860,1
2861,0
2862,0
2863,1
2864,1
2865,1
2866,1
2867,1
2868,0
2869,0
2870,1
2871,0
2872,1
2873,1
2874,0
2875,1
2876,0
2877,0
2878,1
2879,0
2880,0
2881,0
2882,1
2883,0
2884,0
2885,1
2886,1
2887,0
2888,0
2889,1
2890,0
2891,0
2892,1
2893,0
2894,0
2895,0
2896,1
2897,0
2898,0
2899,0
2900,0
2901,1
2902,0
2903,0
2904,0
2905,0
2906,1
2907,0
2908,1
2909,1
2910,0
2911,1
2912,1
2913,0
2914,0
2915,0
2916,0
2917,1
2918,1
2919,0
2920,0
2921,1
2922,0
2923,1
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,1
2934,0
2935,0
2936,0
2937,0
2938,1
2939,0
2940,1
2941,0
2942,0
2943,0
2944,0
2945,0
2946,1
2947,1
2948,1
2949,1
2950,0
2951,0
2952,0
2953,1
2954,0
2955,0
2956,0
2957,0
2958,0
2959,0
2960,1
2961,1
2962,0
2963,0
2964,1
2965,0
2966,0
2967,0
2968,0
2969,0
2970,0
2971,1
2972,1
2973,0
2974,1
2975,0
2976,1
2977,0
2978,0
2979,0
2980,0
2981,0
2982,1
2983,1
2984,0
2985,0
2986,0
2987,1
2988,1
2989,0
2990,0
2991,0
2992,0
2993,0
2994,1
2995,0
2996,1
2997,0
2998,0
